_sentence,_receivers,count_receivers,sentence_id,time,time difference,latitude,longitude,altitude,velocity,acceleration,satellites,temperature_external,pressure,humidity,temperature_internal (raw),temperature_internal (corrected),sentence_id,nofix,time,satellites,temperature_external,pressure,humidity,uptime,temperature_internal
"$$SAM,280,14:43:32,51.872197,-2.208731,7459,12,-32.56,359.62,11.95,237.625*A027","JDL,G8FJG_azel,F5APQ,G8KNN,G7SVI,G1BLO,G8FJG-V,G6GZH",8,280,14:43:32,0:00:18,51.872197,-2.208731,7459,5.00,0.33,12,-32.56,359.62,11.95,237.625,-18.375,280,,14:43:32,12,-32.56,359.62,11.95,,237.625
"$$SAM,281,14:43:49,51.87144,-2.202334,7547,12,-33.47,354.44,11.75,237.375*7318","JDL,G8FJG_azel,F5APQ,G8KNN,G7SVI,G8FJG-V,G6GZH",7,281,14:43:49,0:00:17,51.87144,-2.202334,7547,5.18,0.18,12,-33.47,354.44,11.75,237.375,-18.625,281,,14:43:49,12,-33.47,354.44,11.75,,237.375
"$$SAM,282,14:44:05,51.870713,-2.19582,7625,12,-33.47,350.52,11.5,237.125*1B20","JDL,G8FJG_azel,F5APQ,G8KNN,G7SVI,G1BLO,G8FJG-V,G6GZH",8,282,14:44:05,0:00:16,51.870713,-2.19582,7625,4.88,-0.30,12,-33.47,350.52,11.5,237.125,-18.875,282,,14:44:05,12,-33.47,350.52,11.5,,237.125
"$$SAM,283,14:44:23,51.869897,-2.1884,7715,12,-34.17,345.94,11.25,236.75*CC46","JDL,G8FJG_azel,F5APQ,G8KNN,G7SVI,G1BLO,G8FJG-V",7,283,14:44:23,0:00:18,51.869897,-2.1884,7715,5.00,0.13,12,-34.17,345.94,11.25,236.75,-19.25,283,,14:44:23,12,-34.17,345.94,11.25,,236.75
"$$SAM,284,14:44:40,51.869151,-2.181128,7800,12,-34.74,341.36,11.01,236.25*7DCD","JDL,G8FJG_azel,F5APQ,G8KNN,G7SVI,G1BLO,G8FJG-V",7,284,14:44:40,0:00:17,51.869151,-2.181128,7800,5.00,0.00,12,-34.74,341.36,11.01,236.25,-19.75,284,,14:44:40,12,-34.74,341.36,11.01,,236.25
"$$SAM,285,14:44:58,51.868517,-2.173086,7881,12,-34.88,337.43,10.88,236.25*9204","JDL,G8FJG_azel,F5APQ,G8KNN,G7SVI,G1BLO,G8FJG-V",7,285,14:44:58,0:00:18,51.868517,-2.173086,7881,4.50,-0.50,12,-34.88,337.43,10.88,236.25,-19.75,285,,14:44:58,12,-34.88,337.43,10.88,,236.25
"$$SAM,286,14:45:16,51.868162,-2.165033,7965,12,-33.94,333.19,10.84,236.125*7D96","JDL,G8FJG_azel,F5APQ,G8KNN,G7SVI,G1BLO,G8FJG-V",7,286,14:45:16,0:00:18,51.868162,-2.165033,7965,4.67,0.17,12,-33.94,333.19,10.84,236.125,-19.875,286,,14:45:16,12,-33.94,333.19,10.84,,236.125
"$$SAM,287,14:45:33,51.867744,-2.157253,8034,12,-34.72,329.95,10.45,235.75*8C4A","JDL,G8FJG_azel,F5APQ,G8KNN,G7SVI,G1BLO,G8FJG-V",7,287,14:45:33,0:00:17,51.867744,-2.157253,8034,4.06,-0.61,12,-34.72,329.95,10.45,235.75,-20.25,287,,14:45:33,12,-34.72,329.95,10.45,,235.75
"$$SAM,288,14:45:49,51.867224,-2.150487,8097,12,-34.63,327.17,10.69,235.75*D4DD","F5APQ,G1BLO,G7SVI,G8KNN,JDL",5,288,14:45:49,0:00:16,51.867224,-2.150487,8097,3.94,-0.12,12,-34.63,327.17,10.69,235.75,-20.25,288,,14:45:49,12,-34.63,327.17,10.69,,235.75
"$$SAM,289,14:46:07,51.866621,-2.142809,8169,12,-34.28,323.56,10.58,235.625*039B","F5APQ,G1BLO,G8FJG_azel,G8KNN,G7SVI",5,289,14:46:07,0:00:18,51.866621,-2.142809,8169,4.00,0.06,12,-34.28,323.56,10.58,235.625,-20.375,289,,14:46:07,12,-34.28,323.56,10.58,,235.625
"$$SAM,290,14:46:24,51.866035,-2.135649,8233,12,-33.62,320.44,10.53,235.5*5FFD","JDL,G8FJG_azel,F5APQ,G8KNN,G7SVI,G1BLO,G8FJG-V,G6GZH",8,290,14:46:24,0:00:17,51.866035,-2.135649,8233,3.76,-0.24,12,-33.62,320.44,10.53,235.5,-20.5,290,,14:46:24,12,-33.62,320.44,10.53,,235.5
"$$SAM,291,14:46:42,51.865431,-2.127908,8299,12,-34.87,317.19,10.37,235.375*7AF4","JDL,G8FJG_azel,F5APQ,G8KNN,G7SVI,G1BLO,G8FJG-V,G6GZH",8,291,14:46:42,0:00:18,51.865431,-2.127908,8299,3.67,-0.10,12,-34.87,317.19,10.37,235.375,-20.625,291,,14:46:42,12,-34.87,317.19,10.37,,235.375
"$$SAM,292,14:46:59,51.865129,-2.120759,8363,12,-34.52,314.14,10.32,235.25*105B","JDL,G8FJG_azel,F5APQ,G8KNN,G7SVI,G1BLO,G8FJG-V,G6GZH",8,292,14:46:59,0:00:17,51.865129,-2.120759,8363,3.76,0.10,12,-34.52,314.14,10.32,235.25,-20.75,292,,14:46:59,12,-34.52,314.14,10.32,,235.25
"$$SAM,293,14:47:17,51.865021,-2.113162,8426,12,-33.88,311.3,10.25,235.0*2626","JDL,G8FJG_azel,F5APQ,G8KNN,G7SVI,G1BLO,G8FJG-V,G6GZH",8,293,14:47:17,0:00:18,51.865021,-2.113162,8426,3.50,-0.26,12,-33.88,311.3,10.25,235,-21,293,,14:47:17,12,-33.88,311.3,10.25,,235
"$$SAM,294,14:47:35,51.864831,-2.10573,8493,12,-32.18,308.22,10.27,234.875*599E","JDL,G8FJG_azel,F5APQ,G8KNN,G7SVI,G1BLO,G8FJG-V,G6GZH",8,294,14:47:35,0:00:18,51.864831,-2.10573,8493,3.72,0.22,12,-32.18,308.22,10.27,234.875,-21.125,294,,14:47:35,12,-32.18,308.22,10.27,,234.875
"$$SAM,295,14:47:50,51.864482,-2.099536,8562,12,-32.32,304.97,10.13,234.875*08E9","JDL,G8FJG_azel,F5APQ,G7SVI,G1BLO,G8FJG-V,G6GZH",7,295,14:47:50,0:00:15,51.864482,-2.099536,8562,4.60,0.88,12,-32.32,304.97,10.13,234.875,-21.125,295,,14:47:50,12,-32.32,304.97,10.13,,234.875
"$$SAM,296,14:48:08,51.864018,-2.092545,8645,12,-30.23,301.6,10.02,234.875*0D8F","JDL,G8FJG_azel,F5APQ,G7SVI,G1BLO,G8FJG-V,G6GZH",7,296,14:48:08,0:00:18,51.864018,-2.092545,8645,4.61,0.01,12,-30.23,301.6,10.02,234.875,-21.125,296,,14:48:08,12,-30.23,301.6,10.02,,234.875
"$$SAM,297,14:48:26,51.864125,-2.086109,8747,12,-32.2,297.26,9.69,235.0*2DEF","JDL,G8FJG_azel,F5APQ,G7SVI,G1BLO,G8FJG-V,G6GZH",7,297,14:48:26,0:00:18,51.864125,-2.086109,8747,5.67,1.06,12,-32.2,297.26,9.69,235,-21,297,,14:48:26,12,-32.2,297.26,9.69,,235
"$$SAM,298,14:48:43,51.864208,-2.080083,8832,12,-32.76,293.19,9.49,234.875*6B09","JDL,G8FJG_azel,F5APQ,G7SVI,G1BLO,G8FJG-V,G6GZH",7,298,14:48:43,0:00:17,51.864208,-2.080083,8832,5.00,-0.67,12,-32.76,293.19,9.49,234.875,-21.125,298,,14:48:43,12,-32.76,293.19,9.49,,234.875
"$$SAM,299,14:49:01,51.864374,-2.073586,8936,12,-34.52,288.72,9.27,234.375*C50A","JDL,G8FJG_azel,F5APQ,G8KNN,G7SVI,G1BLO,G8FJG-V,G6GZH",8,299,14:49:01,0:00:18,51.864374,-2.073586,8936,5.78,0.78,12,-34.52,288.72,9.27,234.375,-21.625,299,,14:49:01,12,-34.52,288.72,9.27,,234.375
"$$SAM,300,14:49:18,51.864169,-2.067615,9041,12,-33.57,284.41,9.24,234.5*7345","JDL,G8FJG_azel,F5APQ,G7SVI,G1BLO,G8FJG-V,G6GZH",7,300,14:49:18,0:00:17,51.864169,-2.067615,9041,6.18,0.40,12,-33.57,284.41,9.24,234.5,-21.5,300,,14:49:18,12,-33.57,284.41,9.24,,234.5
"$$SAM,301,14:49:34,51.864073,-2.061778,9136,12,-34.23,280.45,9.2,234.375*86CE","JDL,G8FJG_azel,F5APQ,G8KNN,G7SVI,G1BLO,G8FJG-V,G6GZH",8,301,14:49:34,0:00:16,51.864073,-2.061778,9136,5.94,-0.24,12,-34.23,280.45,9.2,234.375,-21.625,301,,14:49:34,12,-34.23,280.45,9.2,,234.375
"$$SAM,302,14:49:52,51.863752,-2.054992,9250,12,-34.65,275.93,9.12,234.25*5AE3","JDL,G8FJG_azel,F5APQ,G8KNN,G7SVI,G1BLO,G8FJG-V,G6GZH",8,302,14:49:52,0:00:18,51.863752,-2.054992,9250,6.33,0.40,12,-34.65,275.93,9.12,234.25,-21.75,302,,14:49:52,12,-34.65,275.93,9.12,,234.25
"$$SAM,303,14:50:09,51.863519,-2.048938,9356,12,-34.94,271.28,9.08,234.125*A320","JDL,G8FJG_azel,F5APQ,G8KNN,G7SVI,G1BLO,G8FJG-V,G6GZH",8,303,14:50:09,0:00:17,51.863519,-2.048938,9356,6.24,-0.10,12,-34.94,271.28,9.08,234.125,-21.875,303,,14:50:09,12,-34.94,271.28,9.08,,234.125
"$$SAM,304,14:50:27,51.863471,-2.042887,9464,12,-34.23,266.98,9.07,234.125*A385","JDL,G8FJG_azel,F5APQ,G8KNN,G7SVI,G1BLO,G8FJG-V,G6GZH",8,304,14:50:27,0:00:18,51.863471,-2.042887,9464,6.00,-0.24,12,-34.23,266.98,9.07,234.125,-21.875,304,,14:50:27,12,-34.23,266.98,9.07,,234.125
"$$SAM,305,14:50:43,51.863268,-2.037647,9547,12,-35.58,263.69,8.98,234.125*6A34","JDL,G8FJG_azel,trickv,F5APQ,G8KNN,G7SVI,G1BLO,G8FJG-V,G6GZH",9,305,14:50:43,0:00:16,51.863268,-2.037647,9547,5.19,-0.81,12,-35.58,263.69,8.98,234.125,-21.875,305,,14:50:43,12,-35.58,263.69,8.98,,234.125
"$$SAM,306,14:51:00,51.862944,-2.032301,9643,12,-35.14,259.75,8.89,234.0*B989","JDL,G8FJG_azel,trickv,F5APQ,G8KNN,G7SVI,G1BLO,G8FJG-V,G6GZH",9,306,14:51:00,0:00:17,51.862944,-2.032301,9643,5.65,0.46,12,-35.14,259.75,8.89,234,-22,306,,14:51:00,12,-35.14,259.75,8.89,,234
"$$SAM,307,14:51:18,51.862531,-2.026729,9741,12,-35.22,256.07,8.94,234.0*C80F","JDL,G8FJG_azel,trickv,F5APQ,G8KNN,G7SVI,G1BLO,G8FJG-V,G6GZH",9,307,14:51:18,0:00:18,51.862531,-2.026729,9741,5.44,-0.20,12,-35.22,256.07,8.94,234,-22,307,,14:51:18,12,-35.22,256.07,8.94,,234
"$$SAM,308,14:51:36,51.862014,-2.021043,9837,12,-35.59,252.46,8.84,234.0*B930","JDL,G8FJG_azel,trickv,F5APQ,G8KNN,G7SVI,G1BLO,G8FJG-V,G6GZH",9,308,14:51:36,0:00:18,51.862014,-2.021043,9837,5.33,-0.11,12,-35.59,252.46,8.84,234,-22,308,,14:51:36,12,-35.59,252.46,8.84,,234
"$$SAM,309,14:51:51,51.86191,-2.016057,9914,12,-35.21,249.51,8.81,233.875*D96B","JDL,G8FJG_azel,trickv,F5APQ,G8KNN,G7SVI,G1BLO,G8FJG-V,G6GZH",9,309,14:51:51,0:00:15,51.86191,-2.016057,9914,5.13,-0.20,12,-35.21,249.51,8.81,233.875,-22.125,309,,14:51:51,12,-35.21,249.51,8.81,,233.875
"$$SAM,310,14:52:09,51.861743,-2.00964,10006,12,-35.98,245.96,8.81,233.75*A10E","JDL,G8FJG_azel,trickv,F5APQ,G8KNN,G7SVI,G1BLO,G8FJG-V,G6GZH",9,310,14:52:09,0:00:18,51.861743,-2.00964,10006,5.11,-0.02,12,-35.98,245.96,8.81,233.75,-22.25,310,,14:52:09,12,-35.98,245.96,8.81,,233.75
"$$SAM,311,14:52:27,51.861655,-2.003386,10098,12,-37.02,242.8,8.75,233.5*9478","JDL,G8FJG_azel,trickv,F5APQ,G8KNN,G7SVI,G1BLO,G8FJG-V,G6GZH",9,311,14:52:27,0:00:18,51.861655,-2.003386,10098,5.11,0.00,12,-37.02,242.8,8.75,233.5,-22.5,311,,14:52:27,12,-37.02,242.8,8.75,,233.5
"$$SAM,312,14:52:43,51.861645,-1.997953,10176,12,-37.41,240.09,8.62,233.125*C304","JDL,G8FJG_azel,trickv,F5APQ,G8KNN,G7SVI,G1BLO,G8FJG-V,G6GZH",9,312,14:52:43,0:00:16,51.861645,-1.997953,10176,4.88,-0.24,12,-37.41,240.09,8.62,233.125,-22.875,312,,14:52:43,12,-37.41,240.09,8.62,,233.125
"$$SAM,313,14:53:00,51.861805,-1.991867,10250,12,-37.78,237.06,8.69,233.0*5D89","JDL,G8FJG_azel,trickv,F5APQ,G8KNN,G7SVI,G1BLO,G8FJG-V,G6GZH",9,313,14:53:00,0:00:17,51.861805,-1.991867,10250,4.35,-0.52,12,-37.78,237.06,8.69,233,-23,313,,14:53:00,12,-37.78,237.06,8.69,,233
"$$SAM,314,14:53:18,51.861859,-1.985022,10336,12,-36.94,234.18,8.55,232.75*1FD0","G8FJG_azel,trickv,F5APQ,G8KNN,G7SVI,G1BLO,G8FJG-V,G6GZH",8,314,14:53:18,0:00:18,51.861859,-1.985022,10336,4.78,0.42,12,-36.94,234.18,8.55,232.75,-23.25,314,,14:53:18,12,-36.94,234.18,8.55,,232.75
"$$SAM,315,14:53:35,51.862301,-1.978174,10415,12,-37.13,231.12,8.54,232.5*9E26","G8FJG_azel,trickv,F5APQ,G8KNN,G7SVI,G1BLO,G8FJG-V,G6GZH",8,315,14:53:35,0:00:17,51.862301,-1.978174,10415,4.65,-0.13,12,-37.13,231.12,8.54,232.5,-23.5,315,,14:53:35,12,-37.13,231.12,8.54,,232.5
"$$SAM,316,14:53:53,51.862646,-1.971392,10500,12,-37.59,228.2,8.51,232.375*DFA2","JDL,G8FJG_azel,trickv,F5APQ,G8KNN,G7SVI,G1BLO,G8FJG-V,G6GZH",9,316,14:53:53,0:00:18,51.862646,-1.971392,10500,4.72,0.08,12,-37.59,228.2,8.51,232.375,-23.625,316,,14:53:53,12,-37.59,228.2,8.51,,232.375
"$$SAM,317,14:54:11,51.86288,-1.964107,10582,12,-37.48,225.53,8.44,232.125*04F3","JDL,G8FJG_azel,trickv,F5APQ,G8KNN,G7SVI,G1BLO,G8FJG-V,G6GZH",9,317,14:54:11,0:00:18,51.86288,-1.964107,10582,4.56,-0.17,12,-37.48,225.53,8.44,232.125,-23.875,317,,14:54:11,12,-37.48,225.53,8.44,,232.125
"$$SAM,318,14:54:26,51.862982,-1.957636,10642,12,-36.98,223.42,8.33,232.25*FBC6","JDL,G8FJG_azel,trickv,F5APQ,PE1ANS,G8KNN,G7SVI,G1BLO,G8FJG-V,G6GZH",10,318,14:54:26,0:00:15,51.862982,-1.957636,10642,4.00,-0.56,12,-36.98,223.42,8.33,232.25,-23.75,318,,14:54:26,12,-36.98,223.42,8.33,,232.25
"$$SAM,319,14:54:44,51.86297,-1.949939,10714,12,-36.95,221.06,8.31,232.0*88D9","JDL,G8FJG_azel,trickv,F5APQ,G8KNN,G7SVI,G1BLO,G8FJG-V,G6GZH",9,319,14:54:44,0:00:18,51.86297,-1.949939,10714,4.00,0.00,12,-36.95,221.06,8.31,232,-24,319,,14:54:44,12,-36.95,221.06,8.31,,232
"$$SAM,320,14:55:02,51.862896,-1.942625,10779,12,-35.34,218.81,8.31,232.0*F166","JDL,G8FJG_azel,trickv,F5APQ,G8KNN,G7SVI,G1BLO,G8FJG-V,G6GZH",9,320,14:55:02,0:00:18,51.862896,-1.942625,10779,3.61,-0.39,12,-35.34,218.81,8.31,232,-24,320,,14:55:02,12,-35.34,218.81,8.31,,232
"$$SAM,321,14:55:19,51.862845,-1.93582,10838,12,-34.57,216.86,8.27,232.0*5639","JDL,trickv,F5APQ,G8KNN,G7SVI,G1BLO,G6GZH",7,321,14:55:19,0:00:17,51.862845,-1.93582,10838,3.47,-0.14,12,-34.57,216.86,8.27,232,-24,321,,14:55:19,12,-34.57,216.86,8.27,,232
"$$SAM,322,14:55:35,51.862876,-1.929766,10896,12,-35.0,214.91,8.18,232.0*01D4","JDL,G8FJG_azel,trickv,F5APQ,PE1ANS,G8KNN,G7SVI,G1BLO,G6GZH",9,322,14:55:35,0:00:16,51.862876,-1.929766,10896,3.63,0.15,12,-35,214.91,8.18,232,-24,322,,14:55:35,12,-35,214.91,8.18,,232
"$$SAM,323,14:55:53,51.862597,-1.923107,10969,12,-34.84,212.81,8.06,231.75*832C","JDL,G8FJG_azel,trickv,F5APQ,PE1ANS,G8KNN,G7SVI,G1BLO,G8FJG-V,G6GZH",10,323,14:55:53,0:00:18,51.862597,-1.923107,10969,4.06,0.43,12,-34.84,212.81,8.06,231.75,-24.25,323,,14:55:53,12,-34.84,212.81,8.06,,231.75
"$$SAM,324,14:56:10,51.862408,-1.917191,11031,12,-35.23,210.71,7.91,231.875*E246","JDL,G8FJG_azel,trickv,F5APQ,PE1ANS,G8KNN,G7SVI,G1BLO,G8FJG-V,G6GZH",10,324,14:56:10,0:00:17,51.862408,-1.917191,11031,3.65,-0.41,12,-35.23,210.71,7.91,231.875,-24.125,324,,14:56:10,12,-35.23,210.71,7.91,,231.875
"$$SAM,325,14:56:28,51.86256,-1.910495,11098,12,-34.42,208.75,7.78,232.0*6B59","JDL,G8FJG_azel,trickv,F5APQ,G8KNN,G7SVI,G1BLO,G8FJG-V,G6GZH",9,325,14:56:28,0:00:18,51.86256,-1.910495,11098,3.72,0.08,12,-34.42,208.75,7.78,232,-24,325,,14:56:28,12,-34.42,208.75,7.78,,232
"$$SAM,326,14:56:44,51.862866,-1.904756,11157,12,-33.24,206.77,7.81,232.0*9B04","JDL,G8FJG_azel,trickv,F5APQ,G1BLO,G8KNN,G7SVI,PE1ANS,G8FJG-V,G6GZH",10,326,14:56:44,0:00:16,51.862866,-1.904756,11157,3.69,-0.03,12,-33.24,206.77,7.81,232,-24,326,,14:56:44,12,-33.24,206.77,7.81,,232
"$$SAM,327,14:57:01,51.863011,-1.898777,11227,12,-33.43,204.66,7.63,232.0*16BB","JDL,G8FJG_azel,trickv,F5APQ,G1BLO,G8KNN,G7SVI,PE1ANS,G8FJG-V,G6GZH",10,327,14:57:01,0:00:17,51.863011,-1.898777,11227,4.12,0.43,12,-33.43,204.66,7.63,232,-24,327,,14:57:01,12,-33.43,204.66,7.63,,232
"$$SAM,328,14:57:19,51.862857,-1.892581,11308,12,-33.5,202.3,7.58,232.0*4E40","JDL,G8FJG_azel,trickv,F5APQ,G1BLO,G8KNN,G7SVI,PE1ANS,G8FJG-V,G6GZH",10,328,14:57:19,0:00:18,51.862857,-1.892581,11308,4.50,0.38,12,-33.5,202.3,7.58,232,-24,328,,14:57:19,12,-33.5,202.3,7.58,,232
"$$SAM,329,14:57:35,51.862663,-1.887096,11383,12,-33.31,200.13,7.45,232.25*E8AC","JDL,G8FJG_azel,F5APQ,G8KNN,G7SVI,G1BLO,G8FJG-V,G6GZH",8,329,14:57:35,0:00:16,51.862663,-1.887096,11383,4.69,0.19,12,-33.31,200.13,7.45,232.25,-23.75,329,,14:57:35,12,-33.31,200.13,7.45,,232.25
"$$SAM,330,14:57:52,51.862721,-1.881715,11466,12,-33.65,197.66,7.39,232.0*1EAF","JDL,G8FJG_azel,F5APQ,G1BLO,G8KNN,G7SVI,PE1ANS,G8FJG-V,G6GZH",9,330,14:57:52,0:00:17,51.862721,-1.881715,11466,4.88,0.19,12,-33.65,197.66,7.39,232,-24,330,,14:57:52,12,-33.65,197.66,7.39,,232
"$$SAM,331,14:58:10,51.862787,-1.876088,11552,12,-33.9,195.04,7.34,232.25*AFCC","JDL,G8FJG_azel,F5APQ,PE1ANS,G8KNN,G7SVI,G1BLO,G8FJG-V,G6GZH",9,331,14:58:10,0:00:18,51.862787,-1.876088,11552,4.78,-0.10,12,-33.9,195.04,7.34,232.25,-23.75,331,,14:58:10,12,-33.9,195.04,7.34,,232.25
"$$SAM,332,14:58:28,51.862741,-1.8709,11643,12,-33.34,192.59,7.26,232.25*74FF","JDL,G8FJG_azel,F5APQ,G1BLO,G8KNN,G7SVI,PE1ANS,G8FJG-V,G6GZH",9,332,14:58:28,0:00:18,51.862741,-1.8709,11643,5.06,0.28,12,-33.34,192.59,7.26,232.25,-23.75,332,,14:58:28,12,-33.34,192.59,7.26,,232.25
"$$SAM,333,14:58:43,51.862625,-1.86693,11721,12,-32.58,190.07,7.23,232.375*CBD6","JDL,G8FJG_azel,F5APQ,G8KNN,G7SVI,G1BLO,G8FJG-V,G6GZH",8,333,14:58:43,0:00:15,51.862625,-1.86693,11721,5.20,0.14,12,-32.58,190.07,7.23,232.375,-23.625,333,,14:58:43,12,-32.58,190.07,7.23,,232.375
"$$SAM,334,14:59:01,51.863017,-1.862521,11819,12,-30.77,187.64,7.21,232.375*69AB","JDL,G8FJG_azel,F5APQ,G1BLO,G8KNN,G7SVI,PE1ANS,G8FJG-V,G6GZH",9,334,14:59:01,0:00:18,51.863017,-1.862521,11819,5.44,0.24,12,-30.77,187.64,7.21,232.375,-23.625,334,,14:59:01,12,-30.77,187.64,7.21,,232.375
"$$SAM,335,14:59:19,51.863411,-1.858243,11914,12,-31.43,185.0,7.07,232.625*BA6B","JDL,G8FJG_azel,F5APQ,PE1ANS,G8KNN,G7SVI,G1BLO,G8FJG-V,G6GZH",9,335,14:59:19,0:00:18,51.863411,-1.858243,11914,5.28,-0.17,12,-31.43,185,7.07,232.625,-23.375,335,,14:59:19,12,-31.43,185,7.07,,232.625
"$$SAM,336,14:59:36,51.863712,-1.854281,12004,12,-33.29,182.53,6.93,232.5*23E6","G8DJN,G8FJG_azel,F5APQ,PE1ANS,G8KNN,G7SVI,G1BLO,G8FJG-V,G6GZH",9,336,14:59:36,0:00:17,51.863712,-1.854281,12004,5.29,0.02,12,-33.29,182.53,6.93,232.5,-23.5,336,,14:59:36,12,-33.29,182.53,6.93,,232.5
"$$SAM,337,14:59:54,51.864241,-1.850302,12099,12,-33.38,180.21,6.96,232.625*12C4","G8DJN,G8FJG_azel,trickv,F5APQ,G1BLO,G8KNN,G7SVI,PE1ANS,G8FJG-V,G6GZH",10,337,14:59:54,0:00:18,51.864241,-1.850302,12099,5.28,-0.02,12,-33.38,180.21,6.96,232.625,-23.375,337,,14:59:54,12,-33.38,180.21,6.96,,232.625
"$$SAM,338,15:00:11,51.864739,-1.846187,12184,12,-33.47,177.8,6.93,232.75*43A4","JDL,G8DJN,G8FJG_azel,F5APQ,PE1ANS,G8KNN,G7SVI,G1BLO,G8FJG-V",9,338,15:00:11,0:00:17,51.864739,-1.846187,12184,5.00,-0.28,12,-33.47,177.8,6.93,232.75,-23.25,338,,15:00:11,12,-33.47,177.8,6.93,,232.75
"$$SAM,339,15:00:29,51.865156,-1.841636,12272,12,-33.77,175.64,6.88,232.625*B4E4","F5APQ,G8DJN,G8FJG_azel,trickv,PE2BZ,G1BLO,G8KNN,G7SVI,PE1ANS,G8FJG-V,G6GZH,JDL",12,339,15:00:29,0:00:18,51.865156,-1.841636,12272,4.89,-0.11,12,-33.77,175.64,6.88,232.625,-23.375,339,,15:00:29,12,-33.77,175.64,6.88,,232.625
"$$SAM,340,15:00:47,51.865744,-1.837543,12364,12,-33.44,173.27,6.94,232.625*8774","PE2BZ,G8DJN,G8FJG_azel,trickv,F5APQ,G1BLO,G8KNN,G7SVI,PE1ANS,G8FJG-V,G6GZH,JDL",12,340,15:00:47,0:00:18,51.865744,-1.837543,12364,5.11,0.22,12,-33.44,173.27,6.94,232.625,-23.375,340,,15:00:47,12,-33.44,173.27,6.94,,232.625
"$$SAM,341,15:01:04,51.866452,-1.833926,12446,12,-34.46,170.92,6.86,232.75*A946","JDL,G8DJN,G8FJG_azel,F5APQ,G8KNN,G7SVI,G1BLO,G8FJG-V,G6GZH",9,341,15:01:04,0:00:17,51.866452,-1.833926,12446,4.82,-0.29,12,-34.46,170.92,6.86,232.75,-23.25,341,,15:01:04,12,-34.46,170.92,6.86,,232.75
"$$SAM,342,15:01:22,51.866868,-1.82941,12533,12,-33.74,168.9,6.83,232.625*29F0","F5APQ,G8DJN,G8FJG_azel,PE2BZ,PE1ANS,PE1BIA,G8KNN,G7SVI,G1BLO,G8FJG-V,G6GZH,JDL",12,342,15:01:22,0:00:18,51.866868,-1.82941,12533,4.83,0.01,12,-33.74,168.9,6.83,232.625,-23.375,342,,15:01:22,12,-33.74,168.9,6.83,,232.625
"$$SAM,343,15:01:38,51.867258,-1.825201,12611,12,-32.58,166.74,6.84,232.75*A254","JDL,G8DJN,G8FJG_azel,F5APQ,G1BLO,G8KNN,G7SVI,PE1ANS,G8FJG-V,G6GZH",10,343,15:01:38,0:00:16,51.867258,-1.825201,12611,4.88,0.04,12,-32.58,166.74,6.84,232.75,-23.25,343,,15:01:38,12,-32.58,166.74,6.84,,232.75
"$$SAM,344,15:01:55,51.867865,-1.820729,12695,12,-33.21,164.59,6.71,232.625*C4B0","JDL,G8DJN,G8FJG_azel,F5APQ,G1BLO,G8KNN,G7SVI,PE1ANS,G8FJG-V,G6GZH",10,344,15:01:55,0:00:17,51.867865,-1.820729,12695,4.94,0.07,12,-33.21,164.59,6.71,232.625,-23.375,344,,15:01:55,12,-33.21,164.59,6.71,,232.625
"$$SAM,345,15:02:13,51.868629,-1.815744,12782,12,-34.7,162.61,6.7,232.5*2A0A","PE2BZ,G8DJN,G8FJG_azel,F5APQ,PE1ANS,G8KNN,G7SVI,G1BLO,G8FJG-V,G6GZH,JDL",11,345,15:02:13,0:00:18,51.868629,-1.815744,12782,4.83,-0.11,12,-34.7,162.61,6.7,232.5,-23.5,345,,15:02:13,12,-34.7,162.61,6.7,,232.5
"$$SAM,346,15:02:30,51.869407,-1.810974,12862,12,-34.37,160.69,6.64,232.5*7615","F5APQ,G8DJN,G8FJG_azel,PE2BZ,PE1ANS,G8KNN,G7SVI,G1BLO,G8FJG-V,G6GZH,JDL",11,346,15:02:30,0:00:17,51.869407,-1.810974,12862,4.71,-0.13,12,-34.37,160.69,6.64,232.5,-23.5,346,,15:02:30,12,-34.37,160.69,6.64,,232.5
"$$SAM,347,15:02:46,51.870057,-1.806233,12940,12,-34.63,158.79,6.65,232.25*E269","JDL,G8DJN,G8FJG_azel,F5APQ,PE1ANS,G8KNN,G7SVI,G1BLO,G8FJG-V,G6GZH",10,347,15:02:46,0:00:16,51.870057,-1.806233,12940,4.88,0.17,12,-34.63,158.79,6.65,232.25,-23.75,347,,15:02:46,12,-34.63,158.79,6.65,,232.25
"$$SAM,348,15:03:04,51.870907,-1.800496,13031,12,-34.67,156.66,6.66,232.5*1DFC","PE2BZ,G8DJN,G8FJG_azel,F5APQ,G1BLO,F80106,G8KNN,G7SVI,PE1ANS,G8FJG-V,G6GZH,JDL",12,348,15:03:04,0:00:18,51.870907,-1.800496,13031,5.06,0.18,12,-34.67,156.66,6.66,232.5,-23.5,348,,15:03:04,12,-34.67,156.66,6.66,,232.5
"$$SAM,349,15:03:21,51.871367,-1.795745,13114,12,-33.5,154.79,6.6,232.625*00F8","F5APQ,G8DJN,G8FJG_azel,PE2BZ,G1BLO,G8KNN,G7SVI,PE1ANS,G8FJG-V,G6GZH,JDL",11,349,15:03:21,0:00:17,51.871367,-1.795745,13114,4.88,-0.17,12,-33.5,154.79,6.6,232.625,-23.375,349,,15:03:21,12,-33.5,154.79,6.6,,232.625
