_sentence,_receivers,count_receivers,sentence_id,time,time difference,latitude,longitude,altitude,velocity,acceleration,satellites,temperature_external,pressure,humidity,temperature_internal (raw),temperature_internal (corrected),sentence_id,nofix,time,satellites,temperature_external,pressure,humidity,uptime,temperature_internal
"$$SAM,350,15:03:39,51.871866,-1.79095,13205,12,-33.55,152.79,6.56,232.5*C5E5","F5APQ,G8DJN,G8FJG_azel,PE2BZ,PE1ANS,F80106,PE1BIA,G8KNN,G7SVI,G1BLO,G8FJG-V,G6GZH,JDL",13,350,15:03:39,0:00:18,51.871866,-1.79095,13205,5.06,0.17,12,-33.55,152.79,6.56,232.5,-23.5,350,,15:03:39,12,-33.55,152.79,6.56,,232.5
"$$SAM,351,15:03:55,51.87216,-1.787458,13283,12,-33.95,151.1,6.47,232.5*36D6","F5APQ,G8DJN,G8FJG_azel,PE2BZ,PE1ANS,PE1BIA,G8KNN,G7SVI,G1BLO,G8FJG-V,G6GZH,JDL",12,351,15:03:55,0:00:16,51.87216,-1.787458,13283,4.88,-0.18,12,-33.95,151.1,6.47,232.5,-23.5,351,,15:03:55,12,-33.95,151.1,6.47,,232.5
"$$SAM,352,15:04:12,51.872509,-1.783802,13372,12,-33.33,149.05,6.44,232.5*33E6","JDL,G8DJN,PE2BZ,F5APQ,PE1BIA,G8KNN,G7SVI,PE1ANS,G8FJG-V,G6GZH",10,352,15:04:12,0:00:17,51.872509,-1.783802,13372,5.24,0.36,12,-33.33,149.05,6.44,232.5,-23.5,352,,15:04:12,12,-33.33,149.05,6.44,,232.5
"$$SAM,353,15:04:30,51.87281,-1.779854,13478,12,-32.93,146.79,6.45,232.625*D4B6","PE2BZ,G8DJN,G8FJG_azel,F5APQ,G1BLO,G8KNN,G7SVI,PE1ANS,G8FJG-V,G6GZH,JDL",11,353,15:04:30,0:00:18,51.87281,-1.779854,13478,5.89,0.65,12,-32.93,146.79,6.45,232.625,-23.375,353,,15:04:30,12,-32.93,146.79,6.45,,232.625
"$$SAM,354,15:04:48,51.873334,-1.776264,13566,12,-32.95,144.65,6.39,232.5*0520","PE2BZ,G8DJN,G8FJG_azel,F5APQ,PE1ANS,G8KNN,G7SVI,G1BLO,G8FJG-V,G6GZH,JDL",11,354,15:04:48,0:00:18,51.873334,-1.776264,13566,4.89,-1.00,12,-32.95,144.65,6.39,232.5,-23.5,354,,15:04:48,12,-32.95,144.65,6.39,,232.5
"$$SAM,355,15:05:04,51.873846,-1.773033,13646,12,-33.37,143.13,6.35,232.625*B500","JDL,G8DJN,G8FJG_azel,F5APQ,G1BLO,G8KNN,G7SVI,PE1ANS,G8FJG-V,G6GZH",10,355,15:05:04,0:00:16,51.873846,-1.773033,13646,5.00,0.11,12,-33.37,143.13,6.35,232.625,-23.375,355,,15:05:04,12,-33.37,143.13,6.35,,232.625
"$$SAM,356,15:05:21,51.874285,-1.769445,13739,12,-32.74,141.1,6.35,232.625*9274","F5APQ,G8DJN,G8FJG_azel,trickv,PE2BZ,PE1ANS,G8KNN,G7SVI,G1BLO,G8FJG-V,G6GZH,JDL",12,356,15:05:21,0:00:17,51.874285,-1.769445,13739,5.47,0.47,12,-32.74,141.1,6.35,232.625,-23.375,356,,15:05:21,12,-32.74,141.1,6.35,,232.625
"$$SAM,357,15:05:39,51.874672,-1.765545,13837,12,-33.66,139.04,6.31,232.75*30BB","JDL,G8DJN,G8FJG_azel,trickv,F5APQ,G8KNN,G7SVI,PE1ANS,G8FJG-V,G6GZH",10,357,15:05:39,0:00:18,51.874672,-1.765545,13837,5.44,-0.03,12,-33.66,139.04,6.31,232.75,-23.25,357,,15:05:39,12,-33.66,139.04,6.31,,232.75
"$$SAM,358,15:05:56,51.875304,-1.761481,13933,12,-34.28,137.21,6.3,232.625*04B7","PE2BZ,G8DJN,G8FJG_azel,F5APQ,PE1ANS,G8KNN,G7SVI,G1BLO,G8FJG-V,G6GZH,JDL",11,358,15:05:56,0:00:17,51.875304,-1.761481,13933,5.65,0.20,12,-34.28,137.21,6.3,232.625,-23.375,358,,15:05:56,12,-34.28,137.21,6.3,,232.625
"$$SAM,359,15:06:14,51.875692,-1.757289,14025,12,-34.6,135.11,6.36,232.625*F208","JDL,G8DJN,G8FJG_azel,F5APQ,G1BLO,G8KNN,G7SVI,PE1ANS,G8FJG-V,G6GZH",10,359,15:06:14,0:00:18,51.875692,-1.757289,14025,5.11,-0.54,12,-34.6,135.11,6.36,232.625,-23.375,359,,15:06:14,12,-34.6,135.11,6.36,,232.625
"$$SAM,360,15:06:31,51.875876,-1.753459,14111,12,-34.77,133.46,6.31,232.625*83B9","F5APQ,G8DJN,G8FJG_azel,trickv,PE2BZ,PE1ANS,F80106,G8KNN,G7SVI,G1BLO,G8FJG-V,G6GZH,JDL",13,360,15:06:31,0:00:17,51.875876,-1.753459,14111,5.06,-0.05,12,-34.77,133.46,6.31,232.625,-23.375,360,,15:06:31,12,-34.77,133.46,6.31,,232.625
"$$SAM,361,15:06:49,51.875868,-1.749953,14209,12,-35.08,131.58,6.31,232.5*0100","F5APQ,G8DJN,G8FJG_azel,PE2BZ,G1BLO,G8KNN,G7SVI,PE1ANS,G8FJG-V,G6GZH,JDL",11,361,15:06:49,0:00:18,51.875868,-1.749953,14209,5.44,0.39,12,-35.08,131.58,6.31,232.5,-23.5,361,,15:06:49,12,-35.08,131.58,6.31,,232.5
"$$SAM,362,15:07:07,51.875981,-1.74715,14296,12,-36.08,129.94,6.26,232.5*A506","PE2BZ,G8DJN,G8FJG_azel,F5APQ,PE1ANS,G8KNN,G7SVI,G1BLO,G8FJG-V,G6GZH,JDL",11,362,15:07:07,0:00:18,51.875981,-1.74715,14296,4.83,-0.61,12,-36.08,129.94,6.26,232.5,-23.5,362,,15:07:07,12,-36.08,129.94,6.26,,232.5
"$$SAM,363,15:07:23,51.876109,-1.744745,14376,12,-35.26,128.42,6.3,232.5*A2C7","F5APQ,G8DJN,G8FJG_azel,PE2BZ,PE1ANS,G8KNN,G7SVI,G1BLO,G8FJG-V,G6GZH,JDL",11,363,15:07:23,0:00:16,51.876109,-1.744745,14376,5.00,0.17,12,-35.26,128.42,6.3,232.5,-23.5,363,,15:07:23,12,-35.26,128.42,6.3,,232.5
"$$SAM,364,15:07:40,51.876311,-1.741426,14452,12,-33.65,126.8,6.33,232.5*888B","F5APQ,G8DJN,G8FJG_azel,PE2BZ,G1BLO,F80106,G8KNN,G7SVI,PE1ANS,G8FJG-V,G6GZH,JDL",12,364,15:07:40,0:00:17,51.876311,-1.741426,14452,4.47,-0.53,12,-33.65,126.8,6.33,232.5,-23.5,364,,15:07:40,12,-33.65,126.8,6.33,,232.5
"$$SAM,365,15:07:56,51.876855,-1.738371,14511,12,-33.65,125.68,6.32,232.625*6710","PE2BZ,G8FJG_azel,F5APQ,PE1ANS,G8KNN,G7SVI,G1BLO,G8FJG-V,G6GZH,JDL",10,365,15:07:56,0:00:16,51.876855,-1.738371,14511,3.69,-0.78,12,-33.65,125.68,6.32,232.625,-23.375,365,,15:07:56,12,-33.65,125.68,6.32,,232.625
"$$SAM,366,15:08:14,51.877493,-1.734778,14580,12,-33.79,124.5,6.33,232.5*BD24","PE2BZ,G8FJG_azel,F5APQ,G8KNN,G7SVI,PE1ANS,G8FJG-V,G6GZH,JDL",9,366,15:08:14,0:00:18,51.877493,-1.734778,14580,3.83,0.15,12,-33.79,124.5,6.33,232.5,-23.5,366,,15:08:14,12,-33.79,124.5,6.33,,232.5
"$$SAM,367,15:08:31,51.878369,-1.73091,14644,12,-34.18,123.23,6.28,232.5*78DA","F5APQ,G8FJG_azel,PE2BZ,PE1ANS,G8KNN,G7SVI,G1BLO,G8FJG-V,G6GZH,JDL",10,367,15:08:31,0:00:17,51.878369,-1.73091,14644,3.76,-0.07,12,-34.18,123.23,6.28,232.5,-23.5,367,,15:08:31,12,-34.18,123.23,6.28,,232.5
"$$SAM,368,15:08:49,51.87967,-1.726757,14708,12,-34.53,122.09,6.2,232.5*78A0","F5APQ,G8DJN,G8FJG_azel,PE2BZ,G1BLO,F80106,G8KNN,G7SVI,PE1ANS,G8FJG-V,G6GZH,JDL",12,368,15:08:49,0:00:18,51.87967,-1.726757,14708,3.56,-0.21,12,-34.53,122.09,6.2,232.5,-23.5,368,,15:08:49,12,-34.53,122.09,6.2,,232.5
"$$SAM,369,15:09:05,51.881336,-1.723431,14771,12,-34.39,120.97,6.22,232.5*CD6F","PE2BZ,G8DJN,G8FJG_azel,F5APQ,G1BLO,G8KNN,G7SVI,PE1ANS,G8FJG-V,G6GZH,JDL",11,369,15:09:05,0:00:16,51.881336,-1.723431,14771,3.94,0.38,12,-34.39,120.97,6.22,232.5,-23.5,369,,15:09:05,12,-34.39,120.97,6.22,,232.5
"$$SAM,370,15:09:22,51.883083,-1.719782,14845,12,-33.82,119.48,6.12,232.5*880A","F5APQ,G8DJN,G8FJG_azel,PE2BZ,PE1ANS,G8KNN,G7SVI,G1BLO,G8FJG-V,G6GZH,JDL",11,370,15:09:22,0:00:17,51.883083,-1.719782,14845,4.35,0.42,12,-33.82,119.48,6.12,232.5,-23.5,370,,15:09:22,12,-33.82,119.48,6.12,,232.5
"$$SAM,371,15:09:40,51.884741,-1.715241,14929,12,-35.39,118.02,6.09,232.125*2C9B","F5APQ,G8DJN,G8FJG_azel,trickv,PE2BZ,PE1ANS,G8KNN,G7SVI,G1BLO,G8FJG-V,G6GZH,JDL",12,371,15:09:40,0:00:18,51.884741,-1.715241,14929,4.67,0.31,12,-35.39,118.02,6.09,232.125,-23.875,371,,15:09:40,12,-35.39,118.02,6.09,,232.125
"$$SAM,372,15:09:57,51.885965,-1.710921,15018,12,-35.83,116.42,6.05,232.125*0944","F5APQ,G8DJN,G8FJG_azel,trickv,PE2BZ,G1BLO,G8KNN,G7SVI,PE1ANS,G8FJG-V,G6GZH,JDL",12,372,15:09:57,0:00:17,51.885965,-1.710921,15018,5.24,0.57,12,-35.83,116.42,6.05,232.125,-23.875,372,,15:09:57,12,-35.83,116.42,6.05,,232.125
"$$SAM,373,15:10:15,51.887208,-1.706813,15122,12,-36.3,114.68,6.03,231.875*45FD","JDL,G8DJN,G8FJG_azel,F5APQ,PE1ANS,G8KNN,G7SVI,G1BLO,G8FJG-V,G6GZH",10,373,15:10:15,0:00:18,51.887208,-1.706813,15122,5.78,0.54,12,-36.3,114.68,6.03,231.875,-24.125,373,,15:10:15,12,-36.3,114.68,6.03,,231.875
"$$SAM,374,15:10:33,51.888212,-1.702372,15226,12,-35.92,113.01,6.0,231.875*E69A","JDL,G8DJN,G8FJG_azel,F5APQ,G1BLO,F80106,G8KNN,G7SVI,PE1ANS,G8FJG-V,G6GZH",11,374,15:10:33,0:00:18,51.888212,-1.702372,15226,5.78,0.00,12,-35.92,113.01,6,231.875,-24.125,374,,15:10:33,12,-35.92,113.01,6,,231.875
"$$SAM,375,15:10:48,51.888829,-1.698812,15320,12,-35.39,111.04,6.04,231.875*B2AE","JDL,G8DJN,G8FJG_azel,F5APQ,G1BLO,F80106,G8KNN,G7SVI,PE1ANS,G8FJG-V,G6GZH",11,375,15:10:48,0:00:15,51.888829,-1.698812,15320,6.27,0.49,12,-35.39,111.04,6.04,231.875,-24.125,375,,15:10:48,12,-35.39,111.04,6.04,,231.875
"$$SAM,376,15:11:06,51.889077,-1.694521,15434,12,-34.06,109.47,6.0,231.875*DB05","PE2BZ,G8DJN,G8FJG_azel,F5APQ,PE1ANS,G8KNN,G7SVI,G1BLO,G8FJG-V,G6GZH,JDL",11,376,15:11:06,0:00:18,51.889077,-1.694521,15434,6.33,0.07,12,-34.06,109.47,6,231.875,-24.125,376,,15:11:06,12,-34.06,109.47,6,,231.875
"$$SAM,377,15:11:24,51.889253,-1.690521,15562,12,-35.5,107.46,6.01,231.875*AFCC","G8DJN,G8FJG_azel,F5APQ,PE1ANS,F80106,PE1BIA,G8KNN,G7SVI,G1BLO,G8FJG-V,G6GZH",11,377,15:11:24,0:00:18,51.889253,-1.690521,15562,7.11,0.78,12,-35.5,107.46,6.01,231.875,-24.125,377,,15:11:24,12,-35.5,107.46,6.01,,231.875
"$$SAM,378,15:11:41,51.889707,-1.688242,15681,12,-35.39,105.35,6.05,231.75*D982","JDL,G8DJN,G8FJG_azel,F5APQ,G1BLO,F80106,G8KNN,G7SVI,PE1ANS,G8FJG-V,G6GZH",11,378,15:11:41,0:00:17,51.889707,-1.688242,15681,7.00,-0.11,12,-35.39,105.35,6.05,231.75,-24.25,378,,15:11:41,12,-35.39,105.35,6.05,,231.75
"$$SAM,379,15:11:59,51.890011,-1.68635,15788,12,-35.37,103.8,6.06,231.75*3131","PE2BZ,G8DJN,G8FJG_azel,F5APQ,G1BLO,F80106,G8KNN,G7SVI,PE1ANS,G8FJG-V,G6GZH,JDL",12,379,15:11:59,0:00:18,51.890011,-1.68635,15788,5.94,-1.06,12,-35.37,103.8,6.06,231.75,-24.25,379,,15:11:59,12,-35.37,103.8,6.06,,231.75
"$$SAM,380,15:12:16,51.890677,-1.684746,15893,12,-34.97,102.03,5.99,231.75*F7DD","JDL,G8DJN,G8FJG_azel,F5APQ,PE1ANS,F80106,G8KNN,G7SVI,G1BLO,G8FJG-V,G6GZH",11,380,15:12:16,0:00:17,51.890677,-1.684746,15893,6.18,0.23,12,-34.97,102.03,5.99,231.75,-24.25,380,,15:12:16,12,-34.97,102.03,5.99,,231.75
"$$SAM,381,15:12:34,51.891429,-1.682819,16004,12,-36.36,100.59,6.0,231.75*C868","F5APQ,G8DJN,G8FJG_azel,PE2BZ,G1BLO,F80106,G8KNN,G7SVI,PE1ANS,G8FJG-V,G6GZH,JDL",12,381,15:12:34,0:00:18,51.891429,-1.682819,16004,6.17,-0.01,12,-36.36,100.59,6,231.75,-24.25,381,,15:12:34,12,-36.36,100.59,6,,231.75
"$$SAM,382,15:12:50,51.892182,-1.680686,16092,12,-36.09,99.21,5.88,231.625*0389","JDL,G8DJN,G8FJG_azel,F5APQ,PE1BIA,G8KNN,G7SVI,PE1ANS,G8FJG-V,G6GZH",10,382,15:12:50,0:00:16,51.892182,-1.680686,16092,5.50,-0.67,12,-36.09,99.21,5.88,231.625,-24.375,382,,15:12:50,12,-36.09,99.21,5.88,,231.625
"$$SAM,383,15:13:08,51.893205,-1.678148,16193,12,-36.08,97.82,5.87,231.75*E7F5","G8DJN,F5APQ,PE1ANS,PE1BIA,G8KNN,G7SVI,G1BLO,G6GZH",8,383,15:13:08,0:00:18,51.893205,-1.678148,16193,5.61,0.11,12,-36.08,97.82,5.87,231.75,-24.25,383,,15:13:08,12,-36.08,97.82,5.87,,231.75
"$$SAM,384,15:13:25,51.894244,-1.67523,16279,12,-36.13,96.37,5.86,231.75*2410","F5APQ,G8DJN,G8FJG_azel,PE2BZ,G8KNN,G7SVI,PE1ANS,G6GZH,JDL",9,384,15:13:25,0:00:17,51.894244,-1.67523,16279,5.06,-0.55,12,-36.13,96.37,5.86,231.75,-24.25,384,,15:13:25,12,-36.13,96.37,5.86,,231.75
"$$SAM,385,15:13:43,51.895209,-1.672274,16370,12,-34.56,95.19,5.92,231.75*4B9E","JDL,G8DJN,G8FJG_azel,F5APQ,G8KNN,G7SVI,G1BLO,G8FJG-V,G6GZH",9,385,15:13:43,0:00:18,51.895209,-1.672274,16370,5.06,0.00,12,-34.56,95.19,5.92,231.75,-24.25,385,,15:13:43,12,-34.56,95.19,5.92,,231.75
"$$SAM,386,15:13:59,51.895925,-1.669792,16452,12,-33.5,93.8,5.88,231.75*1304","PE2BZ,G8DJN,G8FJG_azel,trickv,F5APQ,G1BLO,G8KNN,G7SVI,PE1ANS,G8FJG-V,G6GZH,JDL",12,386,15:13:59,0:00:16,51.895925,-1.669792,16452,5.13,0.07,12,-33.5,93.8,5.88,231.75,-24.25,386,,15:13:59,12,-33.5,93.8,5.88,,231.75
"$$SAM,387,15:14:16,51.896557,-1.667118,16539,12,-34.55,92.82,5.78,231.75*0DE5","F5APQ,G8DJN,G8FJG_azel,PE2BZ,G1BLO,F80106,PE1BIA,G8KNN,G7SVI,PE1ANS,G8FJG-V,G6GZH,JDL",13,387,15:14:16,0:00:17,51.896557,-1.667118,16539,5.12,-0.01,12,-34.55,92.82,5.78,231.75,-24.25,387,,15:14:16,12,-34.55,92.82,5.78,,231.75
"$$SAM,388,15:14:34,51.897096,-1.663735,16628,12,-33.41,91.49,5.67,231.75*196E","F5APQ,JDL,G6GZH",3,388,15:14:34,0:00:18,51.897096,-1.663735,16628,4.94,-0.17,12,-33.41,91.49,5.67,231.75,-24.25,388,,15:14:34,12,-33.41,91.49,5.67,,231.75
"$$SAM,389,15:14:50,51.89729,-1.66128,16712,12,-33.81,90.46,5.65,231.75*FBA1","PE2BZ,G8DJN,G8FJG_azel,F5APQ,G1BLO,G8KNN,G7SVI,PE1ANS,G8FJG-V,G6GZH,JDL",11,389,15:14:50,0:00:16,51.89729,-1.66128,16712,5.25,0.31,12,-33.81,90.46,5.65,231.75,-24.25,389,,15:14:50,12,-33.81,90.46,5.65,,231.75
"$$SAM,390,15:15:07,51.897378,-1.658998,16797,12,-34.28,89.27,5.61,231.75*54A7","JDL,G8DJN,G8FJG_azel,F5APQ,PE1ANS,G8KNN,G7SVI,G1BLO,G8FJG-V,G6GZH",10,390,15:15:07,0:00:17,51.897378,-1.658998,16797,5.00,-0.25,12,-34.28,89.27,5.61,231.75,-24.25,390,,15:15:07,12,-34.28,89.27,5.61,,231.75
"$$SAM,391,15:15:25,51.898125,-1.657269,16892,12,-34.31,87.96,5.58,231.75*A6B0","F5APQ,G8DJN,G8FJG_azel,trickv,PE2BZ,G1BLO,F80106,PE1BIA,G8KNN,G7SVI,PE1ANS,G8FJG-V,G6GZH,JDL",14,391,15:15:25,0:00:18,51.898125,-1.657269,16892,5.28,0.28,12,-34.31,87.96,5.58,231.75,-24.25,391,,15:15:25,12,-34.31,87.96,5.58,,231.75
"$$SAM,392,15:15:41,51.898866,-1.655562,16986,12,-34.7,86.81,5.59,231.75*4DA7","F5APQ,G8DJN,G8FJG_azel,trickv,PE2BZ,PE1ANS,PE1BIA,G8KNN,G7SVI,G1BLO,G8FJG-V,G6GZH,JDL",13,392,15:15:41,0:00:16,51.898866,-1.655562,16986,5.88,0.60,12,-34.7,86.81,5.59,231.75,-24.25,392,,15:15:41,12,-34.7,86.81,5.59,,231.75
"$$SAM,393,15:15:58,51.899591,-1.654234,17090,12,-35.34,85.5,5.47,231.625*5EFA","PE2BZ,G8DJN,G8FJG_azel,F5APQ,G1BLO,F80106,PE1BIA,G8KNN,G7SVI,PE1ANS,G8FJG-V,G6GZH,JDL",13,393,15:15:58,0:00:17,51.899591,-1.654234,17090,6.12,0.24,12,-35.34,85.5,5.47,231.625,-24.375,393,,15:15:58,12,-35.34,85.5,5.47,,231.625
"$$SAM,394,15:16:16,51.900293,-1.652759,17214,12,-34.51,84.08,5.49,231.5*4C04","PE2BZ,G8DJN,G8FJG_azel,F5APQ,F80106,PE1BIA,G8KNN,G7SVI,PE1ANS,G8FJG-V,G6GZH,JDL",12,394,15:16:16,0:00:18,51.900293,-1.652759,17214,6.89,0.77,12,-34.51,84.08,5.49,231.5,-24.5,394,,15:16:16,12,-34.51,84.08,5.49,,231.5
"$$SAM,395,15:16:32,51.901287,-1.652193,17318,12,-33.68,82.61,5.48,231.75*0EB9","F5APQ,G8DJN,G8FJG_azel,trickv,PE2BZ,PE1ANS,F80106,PE1BIA,G8KNN,G7SVI,G1BLO,G6GZH,JDL",13,395,15:16:32,0:00:16,51.901287,-1.652193,17318,6.50,-0.39,12,-33.68,82.61,5.48,231.75,-24.25,395,,15:16:32,12,-33.68,82.61,5.48,,231.75
"$$SAM,396,15:16:49,51.901971,-1.651404,17420,12,-32.51,81.29,5.42,231.625*3256","F5APQ,G8DJN,G8FJG_azel,trickv,PE2BZ,F80106,PE1BIA,G8KNN,G7SVI,PE1ANS,G8FJG-V,G6GZH,JDL",13,396,15:16:49,0:00:17,51.901971,-1.651404,17420,6.00,-0.50,12,-32.51,81.29,5.42,231.625,-24.375,396,,15:16:49,12,-32.51,81.29,5.42,,231.625
"$$SAM,397,15:17:07,51.902629,-1.650305,17529,12,-32.47,79.99,5.45,231.75*A87C","PE2BZ,G8DJN,G8FJG_azel,F5APQ,G1BLO,F80106,G8KNN,G7SVI,PE1ANS,G8FJG-V,G6GZH,JDL",12,397,15:17:07,0:00:18,51.902629,-1.650305,17529,6.06,0.06,12,-32.47,79.99,5.45,231.75,-24.25,397,,15:17:07,12,-32.47,79.99,5.45,,231.75
"$$SAM,398,15:17:24,51.903107,-1.649002,17624,12,-32.24,78.82,5.39,231.625*C754","F5APQ,G8DJN,G8FJG_azel,trickv,PE2BZ,G1BLO,F80106,PE1BIA,G8KNN,G7SVI,PE1ANS,G8FJG-V,G6GZH,JDL",14,398,15:17:24,0:00:17,51.903107,-1.649002,17624,5.59,-0.47,12,-32.24,78.82,5.39,231.625,-24.375,398,,15:17:24,12,-32.24,78.82,5.39,,231.625
"$$SAM,399,15:17:42,51.903237,-1.647535,17719,12,-32.1,77.78,5.33,231.75*B5F2","F5APQ,G8DJN,G8FJG_azel,PE2BZ,G1BLO,F80106,G8KNN,G7SVI,PE1ANS,G8FJG-V,G6GZH,JDL",12,399,15:17:42,0:00:18,51.903237,-1.647535,17719,5.28,-0.31,12,-32.1,77.78,5.33,231.75,-24.25,399,,15:17:42,12,-32.1,77.78,5.33,,231.75
"$$SAM,400,15:17:58,51.903512,-1.646134,17809,12,-32.76,76.89,5.3,231.75*8409","PE2BZ,G8FJG_azel,F5APQ,G1BLO,G8KNN,G7SVI,PE1ANS,G8FJG-V,G6GZH,JDL",10,400,15:17:58,0:00:16,51.903512,-1.646134,17809,5.63,0.35,12,-32.76,76.89,5.3,231.75,-24.25,400,,15:17:58,12,-32.76,76.89,5.3,,231.75
"$$SAM,401,15:18:16,51.90423,-1.645449,17913,12,-32.32,75.66,5.22,231.75*A95F","PE2BZ,G8DJN,G8FJG_azel,F5APQ,PE1ANS,F80106,G8KNN,G7SVI,G1BLO,G8FJG-V,G6GZH,JDL",12,401,15:18:16,0:00:18,51.90423,-1.645449,17913,5.78,0.15,12,-32.32,75.66,5.22,231.75,-24.25,401,,15:18:16,12,-32.32,75.66,5.22,,231.75
"$$SAM,402,15:18:31,51.904803,-1.644577,17992,12,-33.35,74.69,5.16,231.75*C7A3","F5APQ,G8FJG_azel,PE2BZ,PE1ANS,F80106,G8KNN,G7SVI,G1BLO,G8FJG-V,G6GZH,JDL",11,402,15:18:31,0:00:15,51.904803,-1.644577,17992,5.27,-0.51,12,-33.35,74.69,5.16,231.75,-24.25,402,,15:18:31,12,-33.35,74.69,5.16,,231.75
"$$SAM,403,15:18:49,51.905727,-1.643361,18082,12,-33.1,73.77,5.11,231.75*B4AD","F5APQ,G8DJN,G8FJG_azel,PE2BZ,PE1ANS,F80106,PE1BIA,G8KNN,G7SVI,G1BLO,G8FJG-V,G6GZH,JDL",13,403,15:18:49,0:00:18,51.905727,-1.643361,18082,5.00,-0.27,12,-33.1,73.77,5.11,231.75,-24.25,403,,15:18:49,12,-33.1,73.77,5.11,,231.75
"$$SAM,404,15:19:07,51.906575,-1.641822,18181,12,-32.6,72.76,5.21,231.875*B625","PE2BZ,G8DJN,G8FJG_azel,F5APQ,PE1ANS,F80106,G8KNN,G7SVI,G1BLO,G8FJG-V,G6GZH,JDL",12,404,15:19:07,0:00:18,51.906575,-1.641822,18181,5.50,0.50,12,-32.6,72.76,5.21,231.875,-24.125,404,,15:19:07,12,-32.6,72.76,5.21,,231.875
"$$SAM,405,15:19:24,51.907547,-1.640037,18265,12,-31.63,71.65,5.09,231.875*54EF","PE2BZ,G8DJN,G8FJG_azel,F5APQ,G1BLO,PE1BIA,G8KNN,G7SVI,PE1ANS,G8FJG-V,G6GZH,JDL",12,405,15:19:24,0:00:17,51.907547,-1.640037,18265,4.94,-0.56,12,-31.63,71.65,5.09,231.875,-24.125,405,,15:19:24,12,-31.63,71.65,5.09,,231.875
"$$SAM,406,15:19:40,51.908213,-1.638051,18347,12,-31.75,70.79,5.09,232.0*2B61","F5APQ,G8DJN,G8FJG_azel,G8DXZ,PE2BZ,G1BLO,F80106,G8KNN,G7SVI,PE1ANS,G8FJG-V,G6GZH,JDL",13,406,15:19:40,0:00:16,51.908213,-1.638051,18347,5.13,0.18,12,-31.75,70.79,5.09,232,-24,406,,15:19:40,12,-31.75,70.79,5.09,,232
"$$SAM,407,15:19:58,51.90874,-1.635908,18446,12,-31.33,69.78,5.04,232.125*9373","F5APQ,G8DJN,G8FJG_azel,G8DXZ,PE2BZ,G1BLO,PE1BIA,G8KNN,G7SVI,PE1ANS,G8FJG-V,G6GZH,JDL",13,407,15:19:58,0:00:18,51.90874,-1.635908,18446,5.50,0.38,12,-31.33,69.78,5.04,232.125,-23.875,407,,15:19:58,12,-31.33,69.78,5.04,,232.125
"$$SAM,408,15:20:15,51.909071,-1.634055,18544,12,-31.37,68.79,5.0,232.0*739B","JDL,G8DJN,G8FJG_azel,G8DXZ,F5APQ,PE1ANS,G8KNN,G7SVI,G1BLO,G8FJG-V",10,408,15:20:15,0:00:17,51.909071,-1.634055,18544,5.76,0.26,12,-31.37,68.79,5,232,-24,408,,15:20:15,12,-31.37,68.79,5,,232
"$$SAM,409,15:20:31,51.909556,-1.632751,18628,12,-30.55,67.85,4.94,232.125*465C","F5APQ,G8DJN,G8FJG_azel,G8DXZ,PE2BZ,G8KNN,G7SVI,G1BLO,G8FJG-V",9,409,15:20:31,0:00:16,51.909556,-1.632751,18628,5.25,-0.51,12,-30.55,67.85,4.94,232.125,-23.875,409,,15:20:31,12,-30.55,67.85,4.94,,232.125
"$$SAM,410,15:20:49,51.910224,-1.63098,18731,12,-30.91,67.02,4.91,232.0*045F","PE2BZ,G8DJN,G8FJG_azel,G8DXZ,F5APQ,PE1ANS,F80106,PE1BIA,G8KNN,G7SVI,G1BLO,G8FJG-V,G6GZH,JDL",14,410,15:20:49,0:00:18,51.910224,-1.63098,18731,5.72,0.47,12,-30.91,67.02,4.91,232,-24,410,,15:20:49,12,-30.91,67.02,4.91,,232
"$$SAM,411,15:21:06,51.911083,-1.629102,18828,12,-31.55,66.06,4.89,232.125*7F23","F5APQ,G8DJN,G8FJG_azel,G8DXZ,PE2BZ,G1BLO,F80106,PE1BIA,G8KNN,G7SVI,PE1ANS,G8FJG-V,JDL",13,411,15:21:06,0:00:17,51.911083,-1.629102,18828,5.71,-0.02,12,-31.55,66.06,4.89,232.125,-23.875,411,,15:21:06,12,-31.55,66.06,4.89,,232.125
"$$SAM,412,15:21:24,51.911715,-1.627269,18941,12,-31.25,64.89,4.84,232.25*B58E","F5APQ,G8DJN,G8FJG_azel,G8DXZ,PE2BZ,G1BLO,F80106,PE1BIA,G8KNN,G7SVI,PE1ANS,G8FJG-V,G6GZH,JDL",14,412,15:21:24,0:00:18,51.911715,-1.627269,18941,6.28,0.57,12,-31.25,64.89,4.84,232.25,-23.75,412,,15:21:24,12,-31.25,64.89,4.84,,232.25
"$$SAM,413,15:21:40,51.912336,-1.626627,19040,12,-31.22,63.89,4.8,232.25*D36E","F5APQ,G8DJN,G8FJG_azel,G8DXZ,PE2BZ,G1BLO,F80106,PE1BIA,G8KNN,G7SVI,PE1ANS,G8FJG-V,JDL",13,413,15:21:40,0:00:16,51.912336,-1.626627,19040,6.19,-0.09,12,-31.22,63.89,4.8,232.25,-23.75,413,,15:21:40,12,-31.22,63.89,4.8,,232.25
